date, massif, risque1, evolurisque1, loc1, altitude, risque2, evolurisque2, loc2, risque_maxi, commentaire
2022-04-29,QUEYRAS,1,,<2600,2600,2,,>2600,2,Au-dessus de 2600 m : Risque limité. En-dessous : Risque faible.
